Date,Week,Temp_Max,Temp_Min,Humd_Max,Humd_Min,Nh3_Max,Nh3_Min,Co2_Max,Co2_Min,Dust_Max,Dust_Min,Feed,Weight
01-03-2023,4,32.2,18.9,59,21,25,11,2038,604,0.5,0.23,1034,1369.7
01-03-2023,4,32.9,18.9,67,20,18,11,2635,784,0.51,0.23,1034,1369.7
01-03-2023,4,34.4,20.3,62,20,15,7,3600,708,0.5,0.26,998.5,1400.5
01-03-2023,4,34.1,18.9,60,20,18,12,3033,903,0.53,0.2,998.5,1400.5
01-03-2023,4,33.4,19.3,52,20,18,10,3011,904,0.53,0.17,998.5,1400.5
01-03-2023,4,33.4,19.5,52,21,15,11,3454,721,0.55,0.17,998.5,1400.5
01-03-2023,4,33.1,19.8,57,20,24,9,3270,991,0.51,0.17,998.5,1400.5
01-03-2023,4,32.2,18.9,59,21,21,11,2339,690,0.49,0.19,998.5,1400.5
01-03-2023,4,32.9,18.9,67,20,17,11,2729,984,0.52,0.17,998.5,1400.5
01-03-2023,4,34.4,20.3,62,20,20,12,3078,850,0.47,0.16,989.4,1395.8
01-03-2023,4,34.1,18.9,60,20,18,10,2433,688,0.55,0.2,989.4,1395.8
01-03-2023,4,33.4,19.3,52,20,16,12,2670,922,0.53,0.22,989.4,1395.8
01-03-2023,4,33.4,19.5,52,21,17,7,2745,578,0.54,0.18,989.4,1395.8
01-03-2023,4,33.1,19.8,57,20,20,8,2486,868,0.49,0.19,989.4,1395.8
01-03-2023,4,32.2,18.9,59,21,16,8,3825,956,0.48,0.16,989.4,1395.8
01-03-2023,4,32.9,18.9,67,20,20,10,3590,652,0.48,0.17,989.4,1395.8
01-03-2023,4,34.4,20.3,62,20,16,9,3232,938,0.5,0.16,954.2,1512
01-03-2023,4,34.1,18.9,60,20,17,9,2406,961,0.54,0.27,954.2,1512
01-03-2023,4,33.4,19.3,52,20,21,10,2554,762,0.51,0.16,954.2,1512
01-03-2023,4,33.4,19.5,52,21,18,8,3514,696,0.48,0.26,954.2,1512
01-03-2023,4,33.1,19.8,57,20,17,9,3759,747,0.49,0.26,954.2,1512
01-03-2023,4,32.2,18.9,59,21,22,10,2257,759,0.49,0.18,954.2,1512
01-03-2023,4,32.9,18.9,67,20,15,9,3717,984,0.52,0.15,954.2,1512
01-03-2023,4,34.4,20.3,62,20,25,12,3029,765,0.52,0.15,1050.7,1436.1
01-03-2023,4,34.1,18.9,60,20,20,9,3584,830,0.56,0.2,1050.7,1436.1
01-03-2023,4,33.4,19.3,52,20,24,10,2870,746,0.47,0.2,1050.7,1436.1
01-03-2023,4,33.4,19.5,52,21,25,7,3339,733,0.51,0.22,1050.7,1436.1
01-03-2023,4,33.1,19.8,57,20,20,7,3458,568,0.51,0.2,1050.7,1436.1
01-03-2023,4,32.2,18.9,59,21,16,7,3736,792,0.49,0.25,1050.7,1436.1
01-03-2023,4,32.9,18.9,67,20,23,9,3938,844,0.52,0.17,1050.7,1436.1
01-03-2023,4,34.4,20.3,62,20,23,10,2102,884,0.48,0.19,965.2,1443.3
01-03-2023,4,34.1,18.9,60,20,15,10,2213,808,0.54,0.19,965.2,1443.3
01-03-2023,4,33.4,19.3,52,20,25,7,2324,857,0.55,0.18,965.2,1443.3
01-03-2023,4,33.4,19.5,52,21,21,12,2461,593,0.49,0.15,965.2,1443.3
01-03-2023,4,33.1,19.8,57,20,20,8,3486,927,0.52,0.23,965.2,1443.3
01-03-2023,4,32.2,18.9,59,21,24,8,3878,717,0.54,0.24,965.2,1443.3
01-03-2023,4,32.9,18.9,67,20,19,12,3034,569,0.54,0.24,965.2,1443.3
01-03-2023,4,34.4,20.3,62,20,21,9,3383,622,0.53,0.17,982.6,1413.4
01-03-2023,4,34.1,18.9,60,20,18,9,2148,668,0.56,0.26,982.6,1413.4
01-03-2023,4,33.4,19.3,52,20,18,9,3256,966,0.54,0.27,982.6,1413.4
01-03-2023,4,33.4,19.5,52,21,19,9,3467,714,0.51,0.22,982.6,1413.4
01-03-2023,4,33.1,19.8,57,20,20,8,2336,795,0.5,0.2,982.6,1413.4
01-03-2023,4,32.2,18.9,59,21,20,9,3742,848,0.51,0.2,982.6,1413.4
01-03-2023,4,32.9,18.9,67,20,23,8,2061,777,0.5,0.17,982.6,1413.4
01-03-2023,4,34.4,20.3,62,20,21,10,3524,652,0.47,0.21,1034.8,1462.2
01-03-2023,4,34.1,18.9,60,20,20,11,2067,908,0.48,0.21,1034.8,1462.2
01-03-2023,4,33.4,19.3,52,20,22,10,2271,887,0.51,0.25,1034.8,1462.2
01-03-2023,4,33.4,19.5,52,21,17,7,3210,974,0.53,0.22,1034.8,1462.2
01-03-2023,4,33.1,19.8,57,20,16,11,2959,600,0.47,0.18,1034.8,1462.2
01-03-2023,4,32.2,18.9,59,21,20,12,3399,706,0.48,0.16,1034.8,1462.2
01-03-2023,4,32.9,18.9,67,20,24,9,3812,975,0.52,0.22,1034.8,1462.2
01-03-2023,4,34.4,20.3,62,20,19,9,3002,823,0.5,0.24,1074.3,1477
01-03-2023,4,34.1,18.9,60,20,17,11,3663,694,0.56,0.26,1074.3,1477
01-03-2023,4,33.4,19.3,52,20,23,10,3940,601,0.52,0.15,1074.3,1477
01-03-2023,4,33.4,19.5,52,21,15,7,3913,548,0.51,0.25,1074.3,1477
01-03-2023,4,33.1,19.8,57,20,24,10,3406,869,0.55,0.23,1074.3,1477
01-03-2023,4,32.2,18.9,59,21,18,8,3832,990,0.54,0.17,1074.3,1477
01-03-2023,4,32.9,18.9,67,20,15,11,2238,863,0.5,0.21,1074.3,1477
01-03-2023,4,34.4,20.3,62,20,15,10,2639,923,0.49,0.23,1040.6,1440.2
01-03-2023,4,34.1,18.9,60,20,16,9,3902,816,0.56,0.23,1040.6,1440.2
01-03-2023,4,33.4,19.3,52,20,23,10,2208,803,0.49,0.2,1040.6,1440.2
01-03-2023,4,33.4,19.5,52,21,24,7,2589,608,0.51,0.2,1040.6,1440.2
01-03-2023,4,33.1,19.8,57,20,23,11,3047,781,0.49,0.25,1040.6,1440.2
01-03-2023,4,32.2,18.9,59,21,25,9,3894,961,0.53,0.18,1040.6,1440.2
01-03-2023,4,32.9,18.9,67,20,16,11,3833,613,0.47,0.2,1040.6,1440.2
01-03-2023,4,34.4,20.3,62,20,25,10,3231,641,0.52,0.25,1008,1439.8
01-03-2023,4,34.1,18.9,60,20,15,11,3078,516,0.49,0.24,1008,1439.8
01-03-2023,4,33.4,19.3,52,20,19,10,2314,513,0.51,0.24,1008,1439.8
01-03-2023,4,33.4,19.5,52,21,25,11,2522,898,0.55,0.17,1008,1439.8
01-03-2023,4,33.1,19.8,57,20,16,8,2216,629,0.54,0.17,1008,1439.8
01-03-2023,4,32.2,18.9,59,21,20,12,2555,999,0.49,0.24,1008,1439.8
01-03-2023,4,32.9,18.9,67,20,17,11,3090,719,0.48,0.24,1008,1439.8
01-03-2023,4,34.4,20.3,62,20,22,10,2216,627,0.48,0.21,990.8,1366.7
01-03-2023,4,34.1,18.9,60,20,20,11,3755,697,0.48,0.2,990.8,1366.7
01-03-2023,4,33.4,19.3,52,20,23,10,3282,934,0.49,0.26,990.8,1366.7
01-03-2023,4,33.4,19.5,52,21,25,10,2262,703,0.52,0.17,990.8,1366.7
01-03-2023,4,33.1,19.8,57,20,16,7,2805,775,0.48,0.18,990.8,1366.7
01-03-2023,4,32.2,18.9,59,21,20,9,3488,853,0.49,0.18,990.8,1366.7
01-03-2023,4,32.9,18.9,67,20,24,10,3018,690,0.53,0.19,990.8,1366.7
01-03-2023,4,34.4,20.3,62,20,15,10,2649,881,0.5,0.19,925,1317.2
01-03-2023,4,34.1,18.9,60,20,16,10,3928,584,0.52,0.25,925,1317.2
01-03-2023,4,33.4,19.3,52,20,20,7,3851,957,0.54,0.23,925,1317.2
01-03-2023,4,33.4,19.5,52,21,21,11,2283,644,0.52,0.26,925,1317.2
01-03-2023,4,33.1,19.8,57,20,21,12,2547,689,0.52,0.22,925,1317.2
01-03-2023,4,32.2,18.9,59,21,22,8,3045,866,0.56,0.17,925,1317.2
01-03-2023,4,32.9,18.9,67,20,24,8,3439,730,0.5,0.2,925,1317.2
01-03-2023,4,34.4,20.3,62,20,23,12,3075,512,0.48,0.2,1016.4,1510.6
01-03-2023,4,34.1,18.9,60,20,16,9,3884,833,0.53,0.23,1016.4,1510.6
01-03-2023,4,33.4,19.3,52,20,15,10,3398,542,0.49,0.21,1016.4,1510.6
01-03-2023,4,33.4,19.5,52,21,18,10,3886,910,0.52,0.18,1016.4,1510.6
01-03-2023,4,33.1,19.8,57,20,23,8,2912,829,0.52,0.19,1016.4,1510.6
01-03-2023,4,32.2,18.9,59,21,18,9,2197,811,0.55,0.15,1016.4,1510.6
01-03-2023,4,32.9,18.9,67,20,18,12,2601,853,0.48,0.22,1016.4,1510.6
01-03-2023,4,34.4,20.3,62,20,20,8,2969,516,0.51,0.21,991.2,1431.4
01-03-2023,4,34.1,18.9,60,20,18,7,2703,580,0.51,0.27,991.2,1431.4
01-03-2023,4,33.4,19.3,52,20,18,7,2487,732,0.54,0.2,991.2,1431.4
01-03-2023,4,33.4,19.5,52,21,19,12,3864,580,0.52,0.18,991.2,1431.4
01-03-2023,4,33.1,19.8,57,20,20,7,2852,502,0.47,0.21,991.2,1431.4
01-03-2023,4,32.2,18.9,59,21,21,12,3925,714,0.49,0.22,991.2,1431.4
01-03-2023,4,32.9,18.9,67,20,23,10,2863,785,0.51,0.23,991.2,1431.4
01-03-2023,4,34.4,20.3,62,20,17,9,2015,601,0.51,0.23,1061.9,1521.3
01-03-2023,4,34.1,18.9,60,20,23,8,2320,793,0.53,0.22,1061.9,1521.3
01-03-2023,4,33.4,19.3,52,20,25,9,3730,895,0.52,0.18,1061.9,1521.3
01-03-2023,4,33.4,19.5,52,21,23,7,3070,584,0.53,0.17,1061.9,1521.3
01-03-2023,4,33.1,19.8,57,20,16,8,3905,653,0.51,0.18,1061.9,1521.3
01-03-2023,4,32.2,18.9,59,21,24,11,2411,796,0.51,0.24,1061.9,1521.3
01-03-2023,4,32.9,18.9,67,20,16,8,3929,622,0.48,0.23,1061.9,1521.3
01-03-2023,4,34.4,20.3,62,20,22,12,2987,854,0.51,0.24,1006.2,1433.6
01-03-2023,4,34.1,18.9,60,20,25,9,3949,944,0.56,0.19,1006.2,1433.6
01-03-2023,4,33.4,19.3,52,20,20,12,3209,755,0.49,0.26,1006.2,1433.6
01-03-2023,4,33.4,19.5,52,21,25,7,2809,856,0.5,0.17,1006.2,1433.6
01-03-2023,4,33.1,19.8,57,20,24,10,2665,974,0.48,0.25,1006.2,1433.6
01-03-2023,4,32.2,18.9,59,21,22,12,3223,962,0.55,0.21,1006.2,1433.6
01-03-2023,4,32.9,18.9,67,20,16,12,3169,504,0.53,0.24,1006.2,1433.6
01-03-2023,4,34.4,20.3,62,20,18,11,2856,811,0.56,0.16,1057.5,1495.5
01-03-2023,4,34.1,18.9,60,20,19,11,2374,823,0.48,0.18,1057.5,1495.5
01-03-2023,4,33.4,19.3,52,20,16,10,3346,697,0.52,0.2,1057.5,1495.5
01-03-2023,4,33.4,19.5,52,21,23,10,2880,781,0.48,0.2,1057.5,1495.5
01-03-2023,4,33.1,19.8,57,20,21,10,2010,764,0.5,0.25,1057.5,1495.5
01-03-2023,4,32.2,18.9,59,21,19,10,3947,726,0.55,0.25,1057.5,1495.5
01-03-2023,4,32.9,18.9,67,20,21,12,2511,721,0.53,0.23,1057.5,1495.5
01-03-2023,4,34.4,20.3,62,20,23,12,3319,978,0.54,0.24,969.6,1305.6
01-03-2023,4,34.1,18.9,60,20,23,9,2502,833,0.48,0.19,969.6,1305.6
01-03-2023,4,33.4,19.3,52,20,25,11,2995,987,0.52,0.16,969.6,1305.6
01-03-2023,4,33.4,19.5,52,21,21,11,2879,747,0.52,0.16,969.6,1305.6
01-03-2023,4,33.1,19.8,57,20,22,10,3544,679,0.47,0.24,969.6,1305.6
01-03-2023,4,32.2,18.9,59,21,18,10,2141,855,0.48,0.26,969.6,1305.6
01-03-2023,4,32.9,18.9,67,20,18,11,3374,669,0.5,0.22,969.6,1305.6
01-03-2023,4,34.4,20.3,62,20,19,11,2036,811,0.51,0.22,1017,1380.6
01-03-2023,4,34.1,18.9,60,20,17,10,3435,835,0.49,0.27,1017,1380.6
01-03-2023,4,33.4,19.3,52,20,16,10,2165,599,0.52,0.19,1017,1380.6
01-03-2023,4,33.4,19.5,52,21,23,9,3963,536,0.54,0.2,1017,1380.6
01-03-2023,4,33.1,19.8,57,20,17,12,2627,766,0.49,0.2,1017,1380.6
01-03-2023,4,32.2,18.9,59,21,21,7,2943,890,0.53,0.23,1017,1380.6
01-03-2023,4,32.9,18.9,67,20,24,9,3995,578,0.54,0.23,1017,1380.6
01-03-2023,4,34.4,20.3,62,20,21,10,3062,690,0.53,0.18,957.1,1347.9
01-03-2023,4,34.1,18.9,60,20,22,7,2584,618,0.5,0.19,957.1,1347.9
01-03-2023,4,33.4,19.3,52,20,15,8,3338,713,0.56,0.19,957.1,1347.9
01-03-2023,4,33.4,19.5,52,21,21,12,2299,669,0.55,0.16,957.1,1347.9
01-03-2023,4,33.1,19.8,57,20,25,9,3460,600,0.54,0.22,957.1,1347.9
01-03-2023,4,32.2,18.9,59,21,15,7,2456,502,0.53,0.18,957.1,1347.9
01-03-2023,4,32.9,18.9,67,20,19,7,2818,938,0.55,0.22,957.1,1347.9
01-03-2023,4,34.4,20.3,62,20,24,12,3926,945,0.48,0.2,984.6,1449.4
01-03-2023,4,34.1,18.9,60,20,19,12,2440,907,0.5,0.23,984.6,1449.4
01-03-2023,4,33.4,19.3,52,20,24,8,3231,886,0.53,0.16,984.6,1449.4
01-03-2023,4,33.4,19.5,52,21,21,12,3391,907,0.49,0.23,984.6,1449.4
01-03-2023,4,33.1,19.8,57,20,22,8,2741,884,0.56,0.24,984.6,1449.4
01-03-2023,4,32.2,18.9,59,21,15,9,3641,557,0.49,0.2,984.6,1449.4
01-03-2023,4,32.9,18.9,67,20,18,11,2412,641,0.47,0.19,984.6,1449.4
01-03-2023,4,34.4,20.3,62,20,19,12,2582,818,0.51,0.18,988.2,1387.2
01-03-2023,4,34.1,18.9,60,20,16,10,3926,550,0.54,0.23,988.2,1387.2
01-03-2023,4,33.4,19.3,52,20,18,11,3233,573,0.53,0.25,988.2,1387.2
01-03-2023,4,33.4,19.5,52,21,17,8,2083,570,0.56,0.15,988.2,1387.2
01-03-2023,4,33.1,19.8,57,20,17,7,2262,1000,0.52,0.22,988.2,1387.2
01-03-2023,4,32.2,18.9,59,21,19,11,2551,686,0.56,0.2,988.2,1387.2
01-03-2023,4,32.9,18.9,67,20,18,11,3789,894,0.54,0.22,988.2,1387.2
01-03-2023,4,34.4,20.3,62,20,21,12,3835,967,0.52,0.22,959.8,1462
01-03-2023,4,34.1,18.9,60,20,22,8,2822,787,0.48,0.15,959.8,1462
01-03-2023,4,33.4,19.3,52,20,18,12,3554,930,0.48,0.25,959.8,1462
01-03-2023,4,33.4,19.5,52,21,25,9,2657,736,0.51,0.19,959.8,1462
01-03-2023,4,33.1,19.8,57,20,19,12,2836,681,0.54,0.2,959.8,1462
01-03-2023,4,32.2,18.9,59,21,18,8,2093,675,0.49,0.2,959.8,1462
01-03-2023,4,32.9,18.9,67,20,19,12,3146,640,0.53,0.23,959.8,1462
01-03-2023,4,34.4,20.3,62,20,24,8,3855,933,0.52,0.2,988.1,1397.1
01-03-2023,4,34.1,18.9,60,20,25,9,2190,978,0.52,0.17,988.1,1397.1
01-03-2023,4,33.4,19.3,52,20,19,12,3287,534,0.54,0.27,988.1,1397.1
01-03-2023,4,33.4,19.5,52,21,16,9,3726,908,0.53,0.2,988.1,1397.1
01-03-2023,4,33.1,19.8,57,20,19,8,2599,676,0.55,0.25,988.1,1397.1
01-03-2023,4,32.2,18.9,59,21,16,8,2491,707,0.47,0.16,988.1,1397.1
01-03-2023,4,32.9,18.9,67,20,25,8,2498,619,0.5,0.22,988.1,1397.1
01-03-2023,4,34.4,20.3,62,20,22,12,3105,753,0.5,0.16,999,1419.4
01-03-2023,4,34.1,18.9,60,20,15,10,3885,891,0.48,0.24,999,1419.4
01-03-2023,4,33.4,19.3,52,20,18,8,3882,647,0.5,0.26,999,1419.4
01-03-2023,4,33.4,19.5,52,21,15,8,2738,706,0.51,0.2,999,1419.4
01-03-2023,4,33.1,19.8,57,20,15,8,2293,835,0.49,0.24,999,1419.4
01-03-2023,4,32.2,18.9,59,21,21,7,3099,645,0.56,0.22,999,1419.4
01-03-2023,4,32.9,18.9,67,20,17,8,2047,701,0.48,0.18,999,1419.4
01-03-2023,4,34.4,20.3,62,20,16,7,2406,774,0.55,0.21,1040.4,1437.7
01-03-2023,4,34.1,18.9,60,20,20,12,3402,654,0.53,0.16,1040.4,1437.7
01-03-2023,4,33.4,19.3,52,20,22,7,3121,575,0.53,0.23,1040.4,1437.7
01-03-2023,4,33.4,19.5,52,21,20,7,3903,737,0.54,0.25,1040.4,1437.7
01-03-2023,4,33.1,19.8,57,20,16,12,3534,655,0.5,0.23,1040.4,1437.7
01-03-2023,4,32.2,18.9,59,21,18,7,2915,949,0.51,0.17,1040.4,1437.7
01-03-2023,4,32.9,18.9,67,20,22,12,2225,988,0.5,0.17,1040.4,1437.7
01-03-2023,4,34.4,20.3,62,20,17,7,3371,636,0.52,0.18,1042.8,1543.2
01-03-2023,4,34.1,18.9,60,20,16,12,3051,822,0.52,0.24,1042.8,1543.2
01-03-2023,4,33.4,19.3,52,20,20,10,2479,950,0.47,0.2,1042.8,1543.2
01-03-2023,4,33.4,19.5,52,21,15,12,3846,730,0.53,0.17,1042.8,1543.2
01-03-2023,4,33.1,19.8,57,20,15,9,2648,654,0.51,0.21,1042.8,1543.2
01-03-2023,4,32.2,18.9,59,21,20,10,3957,811,0.48,0.22,1042.8,1543.2
01-03-2023,4,32.9,18.9,67,20,24,8,2234,725,0.5,0.17,1042.8,1543.2
01-03-2023,4,34.4,20.3,62,20,25,12,3585,961,0.56,0.24,1030.2,1533.1
01-03-2023,4,34.1,18.9,60,20,15,12,3515,663,0.56,0.19,1030.2,1533.1
01-03-2023,4,33.4,19.3,52,20,21,8,2496,502,0.51,0.16,1030.2,1533.1
01-03-2023,4,33.4,19.5,52,21,16,8,2948,521,0.5,0.19,1030.2,1533.1
01-03-2023,4,33.1,19.8,57,20,17,8,3845,939,0.47,0.2,1030.2,1533.1
01-03-2023,4,32.2,18.9,59,21,19,12,3910,737,0.53,0.19,1030.2,1533.1
01-03-2023,4,32.9,18.9,67,20,16,7,3697,682,0.53,0.17,1030.2,1533.1
01-03-2023,4,34.4,20.3,62,20,20,12,2847,552,0.52,0.18,1041.1,1408.7
01-03-2023,4,34.1,18.9,60,20,19,11,2809,824,0.54,0.15,1041.1,1408.7
01-03-2023,4,33.4,19.3,52,20,17,12,2647,895,0.5,0.17,1041.1,1408.7
01-03-2023,4,33.4,19.5,52,21,16,8,2013,566,0.54,0.23,1041.1,1408.7
01-03-2023,4,33.1,19.8,57,20,17,9,3945,560,0.5,0.25,1041.1,1408.7
01-03-2023,4,32.2,18.9,59,21,21,8,3007,955,0.48,0.2,1041.1,1408.7
01-03-2023,4,32.9,18.9,67,20,15,11,3869,744,0.48,0.22,1041.1,1408.7
01-03-2023,4,34.4,20.3,62,20,19,7,2046,792,0.53,0.17,1040.2,1372.1
01-03-2023,4,34.1,18.9,60,20,17,12,2686,757,0.5,0.25,1040.2,1372.1
01-03-2023,4,33.4,19.3,52,20,16,9,3750,781,0.51,0.25,1040.2,1372.1
01-03-2023,4,33.4,19.5,52,21,22,10,2847,758,0.5,0.15,1040.2,1372.1
01-03-2023,4,33.1,19.8,57,20,16,10,2568,640,0.54,0.23,1040.2,1372.1
01-03-2023,4,32.2,18.9,59,21,15,9,3780,827,0.52,0.26,1040.2,1372.1
01-03-2023,4,32.9,18.9,67,20,23,9,2957,882,0.54,0.15,1040.2,1372.1
01-03-2023,4,34.4,20.3,62,20,22,10,2443,958,0.53,0.24,1060.2,1484.6
01-03-2023,4,34.1,18.9,60,20,15,7,3300,705,0.54,0.26,1060.2,1484.6
01-03-2023,4,33.4,19.3,52,20,18,7,3756,913,0.55,0.26,1060.2,1484.6
01-03-2023,4,33.4,19.5,52,21,23,10,3296,673,0.54,0.19,1060.2,1484.6
01-03-2023,4,33.1,19.8,57,20,19,10,3362,951,0.48,0.21,1060.2,1484.6
01-03-2023,4,32.2,18.9,59,21,18,10,2284,823,0.51,0.18,1060.2,1484.6
01-03-2023,4,32.9,18.9,67,20,15,11,3262,566,0.52,0.24,1060.2,1484.6
01-03-2023,4,34.4,20.3,62,20,22,8,2832,587,0.56,0.24,1068.1,1488
01-03-2023,4,34.1,18.9,60,20,22,12,3935,879,0.54,0.17,1068.1,1488
01-03-2023,4,33.4,19.3,52,20,18,12,3142,860,0.52,0.18,1068.1,1488
01-03-2023,4,33.4,19.5,52,21,22,7,3694,948,0.54,0.2,1068.1,1488
01-03-2023,4,33.1,19.8,57,20,25,7,2340,700,0.48,0.2,1068.1,1488
01-03-2023,4,32.2,18.9,59,21,21,12,2525,890,0.55,0.2,1068.1,1488
01-03-2023,4,32.9,18.9,67,20,24,7,3259,985,0.49,0.22,1068.1,1488
01-03-2023,4,34.4,20.3,62,20,16,10,2051,540,0.51,0.19,1066.5,1447.2
01-03-2023,4,34.1,18.9,60,20,24,10,2247,505,0.52,0.18,1066.5,1447.2
01-03-2023,4,33.4,19.3,52,20,25,7,3583,923,0.52,0.2,1066.5,1447.2
01-03-2023,4,33.4,19.5,52,21,21,7,3043,987,0.51,0.23,1066.5,1447.2
01-03-2023,4,33.1,19.8,57,20,20,12,3368,813,0.5,0.17,1066.5,1447.2
01-03-2023,4,32.2,18.9,59,21,20,12,2939,707,0.48,0.21,1066.5,1447.2
01-03-2023,4,32.9,18.9,67,20,25,10,2497,557,0.48,0.21,1066.5,1447.2
01-03-2023,4,34.4,20.3,62,20,15,10,3764,509,0.55,0.24,1097.9,1543
01-03-2023,4,34.1,18.9,60,20,23,10,2892,562,0.51,0.15,1097.9,1543
01-03-2023,4,33.4,19.3,52,20,20,10,2243,609,0.5,0.17,1097.9,1543
01-03-2023,4,33.4,19.5,52,21,16,7,2403,664,0.54,0.21,1097.9,1543
01-03-2023,4,33.1,19.8,57,20,18,7,3443,508,0.54,0.26,1097.9,1543
01-03-2023,4,32.2,18.9,59,21,25,7,3949,839,0.54,0.25,1097.9,1543
01-03-2023,4,32.9,18.9,67,20,20,9,2512,973,0.49,0.18,1097.9,1543
01-03-2023,4,34.4,20.3,62,20,25,12,3243,510,0.49,0.19,957,1434.8
01-03-2023,4,34.1,18.9,60,20,22,9,3271,917,0.52,0.26,957,1434.8
01-03-2023,4,33.4,19.3,52,20,21,12,3739,526,0.55,0.2,957,1434.8
01-03-2023,4,33.4,19.5,52,21,19,7,3005,563,0.5,0.22,957,1434.8
01-03-2023,4,33.1,19.8,57,20,17,7,3280,997,0.54,0.16,957,1434.8
01-03-2023,4,32.2,18.9,59,21,24,8,2625,564,0.51,0.16,957,1434.8
01-03-2023,4,32.9,18.9,67,20,24,12,2330,613,0.49,0.21,957,1434.8
01-03-2023,4,34.4,20.3,62,20,15,8,3721,589,0.54,0.18,1076.2,1496.2
01-03-2023,4,34.1,18.9,60,20,15,11,3852,931,0.54,0.18,1076.2,1496.2
01-03-2023,4,33.4,19.3,52,20,25,9,2453,571,0.52,0.18,1076.2,1496.2
01-03-2023,4,33.4,19.5,52,21,18,12,3640,700,0.54,0.26,1076.2,1496.2
01-03-2023,4,33.1,19.8,57,20,23,9,3848,964,0.53,0.17,1076.2,1496.2
01-03-2023,4,32.2,18.9,59,21,17,8,3765,699,0.48,0.21,1076.2,1496.2
01-03-2023,4,32.9,18.9,67,20,25,12,2856,935,0.53,0.19,1076.2,1496.2
01-03-2023,4,34.4,20.3,62,20,20,8,3402,609,0.54,0.16,1016.6,1500.6
01-03-2023,4,34.1,18.9,60,20,19,7,3682,503,0.54,0.17,1016.6,1500.6
01-03-2023,4,33.4,19.3,52,20,25,9,2400,909,0.54,0.17,1016.6,1500.6
01-03-2023,4,33.4,19.5,52,21,21,8,2124,620,0.53,0.22,1016.6,1500.6
01-03-2023,4,33.1,19.8,57,20,24,8,3530,751,0.53,0.18,1016.6,1500.6
01-03-2023,4,32.2,18.9,59,21,16,7,2725,778,0.56,0.25,1016.6,1500.6
01-03-2023,4,32.9,18.9,67,20,24,9,3220,865,0.54,0.19,1016.6,1500.6
01-03-2023,4,34.4,20.3,62,20,23,8,3082,618,0.48,0.15,1060.4,1446.3
01-03-2023,4,34.1,18.9,60,20,15,7,3142,501,0.51,0.16,1060.4,1446.3
01-03-2023,4,33.4,19.3,52,20,22,7,2423,707,0.49,0.26,1060.4,1446.3
01-03-2023,4,33.4,19.5,52,21,20,12,3862,905,0.52,0.25,1060.4,1446.3
01-03-2023,4,33.1,19.8,57,20,20,8,2043,706,0.52,0.18,1060.4,1446.3
01-03-2023,4,32.2,18.9,59,21,22,11,3458,745,0.49,0.2,1060.4,1446.3
01-03-2023,4,32.9,18.9,67,20,20,9,2751,590,0.5,0.25,1060.4,1446.3
01-03-2023,4,34.4,20.3,62,20,21,10,2479,593,0.56,0.2,1027.7,1429
01-03-2023,4,34.1,18.9,60,20,19,8,2030,923,0.51,0.15,1027.7,1429
01-03-2023,4,33.4,19.3,52,20,21,9,2709,741,0.55,0.16,1027.7,1429
01-03-2023,4,33.4,19.5,52,21,24,10,2184,862,0.55,0.16,1027.7,1429
01-03-2023,4,33.1,19.8,57,20,19,11,3758,575,0.55,0.26,1027.7,1429
01-03-2023,4,32.2,18.9,59,21,20,11,2256,725,0.54,0.21,1027.7,1429
01-03-2023,4,32.9,18.9,67,20,25,7,3372,715,0.55,0.16,1027.7,1429
01-03-2023,4,34.4,20.3,62,20,25,7,3774,582,0.54,0.27,1067.3,1473.3
01-03-2023,4,34.1,18.9,60,20,25,7,3737,996,0.51,0.21,1067.3,1473.3
01-03-2023,4,33.4,19.3,52,20,15,12,3589,514,0.49,0.19,1067.3,1473.3
01-03-2023,4,33.4,19.5,52,21,24,11,2324,773,0.48,0.21,1067.3,1473.3
01-03-2023,4,33.1,19.8,57,20,21,9,3558,635,0.52,0.26,1067.3,1473.3
01-03-2023,4,32.2,18.9,59,21,18,8,3110,743,0.54,0.19,1067.3,1473.3
01-03-2023,4,32.9,18.9,67,20,15,8,3091,565,0.47,0.2,1067.3,1473.3
01-03-2023,4,34.4,20.3,62,20,18,12,3007,586,0.5,0.23,995.2,1488.6
01-03-2023,4,34.1,18.9,60,20,21,8,2369,667,0.55,0.16,995.2,1488.6
01-03-2023,4,33.4,19.3,52,20,25,12,2179,985,0.49,0.21,995.2,1488.6
01-03-2023,4,33.4,19.5,52,21,21,11,3431,909,0.55,0.25,995.2,1488.6
01-03-2023,4,33.1,19.8,57,20,17,10,3961,512,0.56,0.21,995.2,1488.6
01-03-2023,4,32.2,18.9,59,21,18,11,2896,820,0.55,0.22,995.2,1488.6
01-03-2023,4,32.9,18.9,67,20,23,7,2064,677,0.54,0.22,995.2,1488.6
01-03-2023,4,34.4,20.3,62,20,23,8,2453,991,0.47,0.24,1042.1,1536.5
01-03-2023,4,34.1,18.9,60,20,17,12,3928,586,0.53,0.19,1042.1,1536.5
01-03-2023,4,33.4,19.3,52,20,23,12,3824,994,0.55,0.26,1042.1,1536.5
01-03-2023,4,33.4,19.5,52,21,18,8,2659,969,0.52,0.18,1042.1,1536.5
01-03-2023,4,33.1,19.8,57,20,24,10,3248,999,0.5,0.24,1042.1,1536.5
01-03-2023,4,32.2,18.9,59,21,22,11,3511,684,0.51,0.2,1042.1,1536.5
